userid,timestamp,Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,Recency,Frequency,Monetary,Monetary_score,Recency_score,RFM_score,Grade
459,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Educational,Both,Both,Ok,2023-05-01,2,120000,2,4,422,관심필요고객
460,2023-07-01,20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,classical,Night,Relaxation and stress relief,"Office hours, While Traveling",Playlists,4,Rarely,Comedy,Conversational,,Shorter,Ok,2023-01-01,1,60000,1,1,111,휴면고객
461,2023-07-01,20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,classical,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Others,4,Never,,,,,Very Satisfied,2023-01-01,1,60000,1,1,111,휴면고객
462,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",Playlists,4,Never,,Conversational,,Shorter,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
463,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Both,Both,Satisfied,2023-07-01,5,300000,5,6,655,충성고객
464,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Health and Fitness,Educational,Both,Shorter,Satisfied,2023-01-01,1,60000,1,1,111,휴면고객
465,2023-07-01,12-20,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Night,Sadness or melancholy,leisure time,Others,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Dissatisfied,2023-05-01,2,120000,2,4,422,관심필요고객
466,2023-07-01,12-20,Female,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs 119/ month,Music,classical,Morning,Relaxation and stress relief,Study Hours,Playlists,2,Once a week,Health and Fitness,Interview,Well known individuals,Both,Ok,2023-07-01,5,300000,5,6,655,충성고객
467,2023-07-01,12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,2,Several times a week,Comedy,Educational,Both,Longer,Satisfied,2023-07-01,5,300000,5,6,655,충성고객
468,2023-07-01,12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Several times a week,Sports,Conversational,unknown Podcasters,Longer,Satisfied,2023-07-01,7,420000,7,6,677,충성고객
469,2023-07-01,20-35,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Uplifting and motivational,While Traveling,Radio,4,Several times a week,Lifestyle and Health,Story telling,Both,Longer,Satisfied,,0,0,0,0,0,무료회원
470,2023-07-01,20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Very Satisfied,2023-07-01,7,420000,7,6,677,충성고객
471,2023-07-01,20-35,Others,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Ok,,0,0,0,0,0,무료회원
472,2023-07-01,20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,classical,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Interview,Well known individuals,Longer,Ok,,0,0,0,0,0,무료회원
473,2023-07-01,20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Rap,Morning,Uplifting and motivational,While Traveling,Radio,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,2023-01-01,1,60000,1,1,111,휴면고객
474,2023-07-01,35-60,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Others,3,Once a week,Health and Fitness,Conversational,Both,Both,Dissatisfied,,0,0,0,0,0,무료회원
475,2023-07-01,35-60,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, Workout session","Playlists, Radio",3,Once a week,Sports,Interview,Both,Longer,Satisfied,2023-03-01,1,60000,1,2,211,휴면고객
476,2023-07-01,20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,3,Rarely,Lifestyle and Health,Story telling,Both,Longer,Very Satisfied,2023-07-01,6,360000,6,6,666,충성고객
477,2023-07-01,20-35,Female,1 year to 2 years,Wearable devices,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Conversational,Both,Both,Satisfied,2023-07-01,6,360000,6,6,666,충성고객
478,2023-07-01,12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,2023-07-01,7,420000,7,6,677,충성고객
479,2023-07-01,35-60,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Melody,Morning,Uplifting and motivational,Workout session,Radio,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Both,Ok,2023-07-01,6,360000,6,6,666,충성고객
480,2023-07-01,20-35,Female,Less than 6 months,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Music,classical,Afternoon,Uplifting and motivational,Workout session,Others,2,Once a week,Sports,,unknown Podcasters,Both,Ok,2023-07-01,6,360000,6,6,666,충성고객
481,2023-07-01,20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Study Hours, leisure time","Playlists, Radio, Others",3,Once a week,Lifestyle and Health,Interview,Both,Both,Ok,2023-03-01,1,60000,1,2,211,휴면고객
482,2023-07-01,20-35,Male,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,classical,Afternoon,Uplifting and motivational,While Traveling,Radio,3,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,2023-07-01,5,300000,5,6,655,충성고객
483,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,3,Rarely,Sports,Conversational,Both,Both,Ok,,0,0,0,0,0,무료회원
484,2023-07-01,12-20,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,Workout session,"Radio, Others",3,Rarely,Sports,Story telling,Well known individuals,Longer,Ok,,0,0,0,0,0,무료회원
485,2023-07-01,20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, leisure time","recommendations, Radio, Others",3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,,0,0,0,0,0,무료회원
486,2023-07-01,20-35,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Night,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, leisure time",Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,,0,0,0,0,0,무료회원
487,2023-07-01,12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, Workout session","Playlists, Radio, Others",2,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,2023-07-01,5,300000,5,6,655,충성고객
488,2023-07-01,12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Melody,Night,Sadness or melancholy,Study Hours,Radio,3,Once a week,Comedy,Interview,unknown Podcasters,Both,Ok,2023-07-01,5,300000,5,6,655,충성고객
489,2023-07-01,12-20,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Uplifting and motivational,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Longer,Very Satisfied,,0,0,0,0,0,무료회원
490,2023-07-01,20-35,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,"Playlists, Radio",2,Several times a week,Comedy,Story telling,Both,Longer,Ok,2023-06-01,1,60000,1,5,511,신규고객
491,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Radio, Others",4,Several times a week,Lifestyle and Health,Story telling,unknown Podcasters,Both,Dissatisfied,,0,0,0,0,0,무료회원
492,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Sadness or melancholy,leisure time,Others,3,Rarely,Sports,Story telling,Both,Both,Ok,2023-07-01,6,360000,6,6,666,충성고객
493,2023-07-01,6-12,Others,More than 2 years,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Rap,Morning,Social gatherings or parties,Study Hours,Radio,3,Several times a week,Sports,Conversational,Well known individuals,Both,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
494,2023-07-01,12-20,Male,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,"Uplifting and motivational, Social gatherings or parties",While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Both,Very Satisfied,2023-05-01,2,120000,2,4,422,관심필요고객
495,2023-07-01,6-12,Others,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Uplifting and motivational,Workout session,Playlists,4,Rarely,Sports,Story telling,unknown Podcasters,Both,Ok,2023-07-01,5,300000,5,6,655,충성고객
496,2023-07-01,20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,leisure time,Playlists,4,Rarely,Comedy,Story telling,unknown Podcasters,Longer,Satisfied,2023-06-01,2,120000,2,5,522,관심필요고객
497,2023-07-01,20-35,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,classical,Afternoon,Uplifting and motivational,Study Hours,recommendations,3,Several times a week,Lifestyle and Health,Interview,Well known individuals,Longer,Ok,,0,0,0,0,0,무료회원
498,2023-07-01,20-35,Male,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,4,Rarely,Sports,Conversational,Both,Both,Satisfied,2023-07-01,4,240000,4,6,644,잠재충성고객
499,2023-07-01,20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,"Study Hours, Workout session",Radio,3,Several times a week,Health and Fitness,Story telling,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
500,2023-07-01,20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Rap,Afternoon,Social gatherings or parties,While Traveling,Playlists,3,Once a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied,,0,0,0,0,0,무료회원
501,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,"Office hours, While Traveling","recommendations, Playlists, Others",4,Several times a week,Sports,Story telling,Both,Longer,Satisfied,2023-07-01,7,420000,7,6,677,충성고객
502,2023-07-01,12-20,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Relaxation and stress relief,"While Traveling, leisure time",Radio,3,Once a week,Sports,Interview,Well known individuals,Both,Very Dissatisfied,,0,0,0,0,0,무료회원
503,2023-07-01,12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,,Music,Pop,Afternoon,Sadness or melancholy,While Traveling,Others,3,Rarely,Health and Fitness,Interview,unknown Podcasters,Both,Ok,2023-07-01,7,420000,7,6,677,충성고객
504,2023-07-01,12-20,Others,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,classical,Afternoon,Uplifting and motivational,Study Hours,Radio,3,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Satisfied,,0,0,0,0,0,무료회원
505,2023-07-01,12-20,Male,More than 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,classical,Afternoon,Relaxation and stress relief,Study Hours,Playlists,3,Several times a week,Health and Fitness,Story telling,Well known individuals,Longer,Very Satisfied,2023-07-01,4,240000,4,6,644,잠재충성고객
506,2023-07-01,20-35,Female,1 year to 2 years,Wearable devices,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Office hours, While Traveling","recommendations, Radio",3,Rarely,Health and Fitness,Story telling,Both,Longer,Satisfied,,0,0,0,0,0,무료회원
507,2023-07-01,20-35,Male,Less than 6 months,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,classical,Morning,Uplifting and motivational,Workout session,Playlists,4,Rarely,Lifestyle and Health,Interview,unknown Podcasters,Both,Satisfied,2023-07-01,3,180000,3,6,633,잠재충성고객
508,2023-07-01,20-35,Female,Less than 6 months,Computer or laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Office hours, Study Hours, While Traveling","Playlists, Radio",3,Rarely,Health and Fitness,Conversational,unknown Podcasters,Both,Ok,2023-06-01,1,60000,1,5,511,신규고객
509,2023-07-01,12-20,Female,6 months to 1 year,Wearable devices,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Relaxation and stress relief,While Traveling,Playlists,2,Rarely,Sports,,Well known individuals,Both,Ok,2023-07-01,7,420000,7,6,677,충성고객
510,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, leisure time","recommendations, Others",4,Rarely,Lifestyle and Health,Educational,Well known individuals,Shorter,Ok,2023-06-01,1,60000,1,5,511,신규고객
511,2023-07-01,20-35,Male,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",Study Hours,"recommendations, Playlists",5,Rarely,Comedy,Story telling,Both,Longer,Satisfied,2023-07-01,6,360000,6,6,666,충성고객
512,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,Office hours,recommendations,4,Rarely,Educational,Educational,Both,Shorter,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
513,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session","recommendations, Others",4,Once a week,Stories,Story telling,Both,Both,Satisfied,2023-06-01,3,180000,3,5,533,잠재충성고객
514,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,,Music,Kpop,Night,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists, Others",4,Never,,,,,Ok,2023-06-01,4,240000,4,5,544,이탈우려고객
515,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Rarely,,Conversational,Both,Shorter,Satisfied,2023-06-01,2,120000,2,5,522,관심필요고객
516,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Morning,"Uplifting and motivational, Sadness or melancholy",While Traveling,recommendations,5,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,2023-05-01,1,60000,1,4,411,신규고객
517,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,2,Rarely,Comedy,Story telling,Both,Shorter,Ok,,0,0,0,0,0,무료회원
518,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,,Story telling,Both,Shorter,Ok,,0,0,0,0,0,무료회원
519,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Workout session, leisure time","recommendations, Others",2,Several times a week,Comedy,Conversational,Both,Longer,Satisfied,2023-07-01,7,420000,7,6,677,충성고객
520,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours,Study Hours, While Traveling, leisure time","Playlists, Radio",3,Never,,,,,Ok,2023-07-01,7,420000,7,6,677,충성고객
